title,author,book_url,date_pub,date_finished_parsed,date_started_parsed,num_pages,my_rating,review,shelves,progress_json
"The Physician (Cole Family Trilogy, #1)","Gordon, Noah",https://www.goodreads.com/book/show/4692.The_Physician,"Aug 07, 1986",NA,NA,714,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"Shaman (Cole Family Trilogy, #2)","Gordon, Noah",https://www.goodreads.com/book/show/859887.Shaman,1992,NA,NA,652,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
Gomorrah,"Saviano, Roberto",https://www.goodreads.com/book/show/1105956.Gomorrah,Apr 2006,NA,NA,320,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2017"",""page"":null,""percent"":null,""event"":""shelved""}]"
Atlas de geografía humana,"Grandes, Almudena",https://www.goodreads.com/book/show/102719.Atlas_de_geograf_a_humana,1998,NA,NA,478,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 15, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]"
"Im Land der weißen Wolke (Neuseeland-Saga, #1)","Lark, Sarah",https://www.goodreads.com/book/show/1696295.Im_Land_der_wei_en_Wolke,"Aug 01, 2007",NA,NA,814,1,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""August 17, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]"
"The Girl With the Dragon Tattoo (Millennium, #1)","Larsson, Stieg",https://www.goodreads.com/book/show/2429135.The_Girl_With_the_Dragon_Tattoo,Aug 2005,NA,NA,480,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"A Breath of Snow and Ashes (Outlander, #6)","Gabaldon, Diana",https://www.goodreads.com/book/show/10965.A_Breath_of_Snow_and_Ashes,"Sep 27, 2005",NA,NA,1,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""April 25, 2015"",""page"":null,""percent"":null,""event"":""shelved""}]"
The Book of Illusions,"Auster, Paul",https://www.goodreads.com/book/show/50618.The_Book_of_Illusions,"Sep 04, 2002",NA,NA,288,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
The Picture of Dorian Gray,"Wilde, Oscar",https://www.goodreads.com/book/show/5297.The_Picture_of_Dorian_Gray,Jul 1890,NA,NA,272,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
In Cold Blood,"Capote, Truman",https://www.goodreads.com/book/show/168642.In_Cold_Blood,"Jan 17, 1966",NA,NA,343,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""September 11, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
The Brooklyn Follies,"Auster, Paul",https://www.goodreads.com/book/show/446.The_Brooklyn_Follies,"Dec 27, 2005",NA,NA,306,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"The Sun Over Breda (Adventures of Captain Alatriste, #3)","Pérez-Reverte, Arturo",https://www.goodreads.com/book/show/66842.The_Sun_Over_Breda,1998,NA,NA,274,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 9, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]"
The Last Jew,"Gordon, Noah",https://www.goodreads.com/book/show/4696.The_Last_Jew,1999,NA,NA,348,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
The Legend of Sleepy Hollow,"Hampton, Bo",https://www.goodreads.com/book/show/93263.The_Legend_of_Sleepy_Hollow,1993,NA,NA,64,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
The Time Traveler's Wife,"Niffenegger, Audrey",https://www.goodreads.com/book/show/18619684-the-time-traveler-s-wife,Sep 2003,NA,NA,537,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""August 1, 2016"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""August 1, 2016"",""page"":null,""percent"":null,""event"":""shelved-as""}]"
The Phantom of the Opera,"Leroux, Gaston",https://www.goodreads.com/book/show/480204.The_Phantom_of_the_Opera,1910,NA,NA,360,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
The Queen of the South,"Pérez-Reverte, Arturo",https://www.goodreads.com/book/show/90413.The_Queen_of_the_South,2002,NA,NA,528,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 9, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]"
"El caballero del jubón amarillo (Las aventuras del capitán Alatriste, #5)","Pérez-Reverte, Arturo",https://www.goodreads.com/book/show/90414.El_caballero_del_jub_n_amarillo,"Dec 30, 2003",NA,NA,372,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 9, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]"
The Nautical Chart,"Pérez-Reverte, Arturo",https://www.goodreads.com/book/show/11030.The_Nautical_Chart,"Jun 01, 2000",NA,NA,480,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 9, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]"
"El oro del rey (Las aventuras del capitán Alatriste, #4)","Pérez-Reverte, Arturo",https://www.goodreads.com/book/show/58530.El_oro_del_rey,Dec 2000,NA,NA,278,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 9, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]"
Travels in the Scriptorium,"Auster, Paul",https://www.goodreads.com/book/show/454.Travels_in_the_Scriptorium,"Dec 01, 2006",NA,NA,145,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
The Metamorphosis,"Kafka, Franz",https://www.goodreads.com/book/show/485894.The_Metamorphosis,Oct 1915,NA,NA,201,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
La bodega,"Gordon, Noah",https://www.goodreads.com/book/show/2400955.La_bodega,"Jun 30, 2006",NA,NA,382,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"The Wise Man's Fear (The Kingkiller Chronicle, #2)","Rothfuss, Patrick",https://www.goodreads.com/book/show/1215032.The_Wise_Man_s_Fear,"Mar 01, 2011",NA,NA,994,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""October 29, 2013"",""page"":null,""percent"":null,""event"":""shelved-as""},{""date"":""October 29, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]"
Anna Karenina,"Tolstoy, Leo",https://www.goodreads.com/book/show/152.Anna_Karenina,1878,NA,NA,960,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
El fin del mundo y un despiadado país de las maravillas,"Murakami, Haruki",https://www.goodreads.com/book/show/7060782-el-fin-del-mundo-y-un-despiadado-pa-s-de-las-maravillas,"Jun 15, 1985",NA,NA,488,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 20, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"Napoleon's Pyramids (Ethan Gage, #1)","Dietrich, William",https://www.goodreads.com/book/show/189568.Napoleon_s_Pyramids,2007,NA,NA,376,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""October 24, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]"
Waiting for Godot,"Beckett, Samuel",https://www.goodreads.com/book/show/17716.Waiting_for_Godot,1951,NA,NA,109,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"La catedral del mar (La catedral del mar, #1)","Falcones, Ildefonso",https://www.goodreads.com/book/show/54984.La_catedral_del_mar,Mar 2006,NA,NA,670,1,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""March 12, 2014"",""page"":null,""percent"":null,""event"":""shelved""}]"
"The Umbrella Academy, Vol. 1: Apocalypse Suite","Way, Gerard",https://www.goodreads.com/book/show/2795053-the-umbrella-academy-vol-1,"Oct 17, 2007",NA,NA,184,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 9, 2014"",""page"":null,""percent"":null,""event"":""shelved""}]"
Handling the Undead,"Ajvide Lindqvist, John",https://www.goodreads.com/book/show/4328472-handling-the-undead,2005,NA,NA,384,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"Angela’s Ashes (Frank McCourt, #1)","McCourt, Frank",https://www.goodreads.com/book/show/252577.Angela_s_Ashes,"Sep 05, 1996",NA,NA,452,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""April 18, 2017"",""page"":null,""percent"":null,""event"":""shelved""}]"
The Glass Castle,"Walls, Jeannette",https://www.goodreads.com/book/show/7445.The_Glass_Castle,"Mar 01, 2005",NA,NA,288,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
Tokio Blues: Norwegian Wood,"Murakami, Haruki",https://www.goodreads.com/book/show/3421809-tokio-blues,"Sep 04, 1987",NA,NA,384,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 20, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"The Two Towers (The Lord of the Rings, #2)","Tolkien, J.R.R.",https://www.goodreads.com/book/show/15241.The_Two_Towers,"Nov 11, 1954",NA,NA,322,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"The Return of the King (The Lord of the Rings, #3)","Tolkien, J.R.R.",https://www.goodreads.com/book/show/18512.The_Return_of_the_King,"Oct 20, 1955",NA,NA,404,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
Perfume: The Story of a Murderer,"Süskind, Patrick",https://www.goodreads.com/book/show/343.Perfume,"Feb 26, 1985",NA,NA,263,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
The Historian,"Kostova, Elizabeth",https://www.goodreads.com/book/show/10692.The_Historian,"Jun 14, 2005",NA,NA,704,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"Drums of Autumn (Outlander, #4)","Gabaldon, Diana",https://www.goodreads.com/book/show/10988.Drums_of_Autumn,"Dec 30, 1996",NA,NA,880,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""February 8, 2015"",""page"":null,""percent"":null,""event"":""shelved""}]"
"All Together Dead (Sookie Stackhouse, #7)","Harris, Charlaine",https://www.goodreads.com/book/show/140075.All_Together_Dead,"May 01, 2007",NA,NA,336,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""October 8, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
Dr. Jekyll and Mr. Hyde,"Stevenson, Robert Louis",https://www.goodreads.com/book/show/51496.Dr_Jekyll_and_Mr_Hyde,1886,NA,NA,139,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
Dracula,"Stoker, Bram",https://www.goodreads.com/book/show/17245.Dracula,"May 26, 1897",NA,NA,488,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"The Fellowship of the Ring (The Lord of the Rings, #1)","Tolkien, J.R.R.",https://www.goodreads.com/book/show/34.The_Fellowship_of_the_Ring,"Jul 29, 1954",NA,NA,398,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"Twilight (The Twilight Saga, #1)","Meyer, Stephenie",https://www.goodreads.com/book/show/41865.Twilight,"Oct 05, 2005",NA,NA,498,1,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
The Time Machine,"Wells, H.G.",https://www.goodreads.com/book/show/2493.The_Time_Machine,1895,NA,NA,118,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
El juego del ángel (El cementerio de los libros olvidados #2),"Ruiz Zafón, Carlos",https://www.goodreads.com/book/show/12520360-el-juego-del-ngel,"Apr 17, 2008",NA,NA,667,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
A Thousand Splendid Suns,"Hosseini, Khaled",https://www.goodreads.com/book/show/128029.A_Thousand_Splendid_Suns,May 2007,NA,NA,372,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"A Clash of Kings (A Song of Ice and Fire, #2)","Martin, George R.R.",https://www.goodreads.com/book/show/10572.A_Clash_of_Kings,"Nov 16, 1998",NA,NA,1,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
The Iliad,Homer,https://www.goodreads.com/book/show/1371.The_Iliad,-800,NA,NA,614,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
The Kite Runner,"Hosseini, Khaled",https://www.goodreads.com/book/show/77203.The_Kite_Runner,"May 29, 2003",NA,NA,371,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""June 11, 2014"",""page"":null,""percent"":null,""event"":""shelved""}]"
The Stranger,"Camus, Albert",https://www.goodreads.com/book/show/49552.The_Stranger,"May 19, 1942",NA,NA,123,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"Angels & Demons (Robert Langdon, #1)","Brown, Dan",https://www.goodreads.com/book/show/960.Angels_Demons,May 2000,NA,NA,736,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
The Odyssey,Homer,https://www.goodreads.com/book/show/1381.The_Odyssey,-700,NA,NA,541,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
Girl with a Pearl Earring,"Chevalier, Tracy",https://www.goodreads.com/book/show/2865.Girl_with_a_Pearl_Earring,1999,NA,NA,233,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"The Pillars of the Earth (Kingsbridge, #1)","Follett, Ken",https://www.goodreads.com/book/show/5043.The_Pillars_of_the_Earth,Oct 1989,NA,NA,976,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"DragonLance: Legends Trilogy (Dragonlance: Legends, #1-3)","Weis, Margaret",https://www.goodreads.com/book/show/29169.DragonLance,1986,NA,NA,1,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 20, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
Cabo Trafalgar,"Pérez-Reverte, Arturo",https://www.goodreads.com/book/show/11028.Cabo_Trafalgar,2004,NA,NA,304,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 9, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]"
The Diary of a Young Girl,"Frank, Anne",https://www.goodreads.com/book/show/48855.The_Diary_of_a_Young_Girl,"Jun 25, 1947",NA,NA,283,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
The Solitude of Prime Numbers,"Giordano, Paolo",https://www.goodreads.com/book/show/6613956-the-solitude-of-prime-numbers,"Jan 01, 2008",NA,NA,271,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""October 24, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]"
Maps and Politics,"Black, Jeremy",https://www.goodreads.com/book/show/3885154-maps-and-politics,"Feb 11, 1998",NA,NA,188,4,NA,read; current-affairs-non-fiction; information-design,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""December 19, 2015"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""August 18, 2022"",""page"":null,""percent"":null,""event"":""shelved-as""},{""date"":""January 27, 2024"",""page"":null,""percent"":null,""event"":""shelved-as""}]"
The Curious Incident of the Dog in the Night-Time,"Haddon, Mark",https://www.goodreads.com/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time,"Jul 31, 2003",NA,NA,226,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)","Rowling, J.K.",https://www.goodreads.com/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone,"Jun 26, 1997",NA,NA,309,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
Siddhartha,"Hesse, Hermann",https://www.goodreads.com/book/show/52036.Siddhartha,Oct 1922,NA,NA,152,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
Kafka en la orilla,"Murakami, Haruki",https://www.goodreads.com/book/show/463051.Kafka_en_la_orilla,Sep 2002,NA,NA,592,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 20, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
Invisible,"Auster, Paul",https://www.goodreads.com/book/show/6345193-invisible,"Oct 27, 2009",NA,NA,308,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"The Lost Symbol (Robert Langdon, #3)","Brown, Dan",https://www.goodreads.com/book/show/6411961-the-lost-symbol,"Sep 15, 2009",NA,NA,509,1,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""August 22, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]"
"The Umbrella Academy, Vol. 2: Dallas","Way, Gerard",https://www.goodreads.com/book/show/6413286-the-umbrella-academy-vol-2,"Sep 30, 2009",NA,NA,192,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 9, 2014"",""page"":null,""percent"":null,""event"":""shelved""}]"
The Complete Sherlock Holmes: Volume II,"Doyle, Arthur Conan",https://www.goodreads.com/book/show/3586.The_Complete_Sherlock_Holmes,"Oct 31, 1914",NA,NA,709,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"Fall of Giants (The Century Trilogy, #1)","Follett, Ken",https://www.goodreads.com/book/show/7315573-fall-of-giants,"Sep 28, 2010",NA,NA,985,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""September 30, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]"
The Diviner's Tale,"Morrow, Bradford",https://www.goodreads.com/book/show/7997293-the-diviner-s-tale,"Jan 01, 2010",NA,NA,311,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 3, 2017"",""page"":null,""percent"":null,""event"":""shelved""}]"
Contra el viento,"Caso, Ángeles",https://www.goodreads.com/book/show/8058661-contra-el-viento,"Jan 01, 2009",NA,NA,272,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""September 4, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]"
Lo que sé de los hombrecillos,"Millás, Juan José",https://www.goodreads.com/book/show/9434391-lo-que-s-de-los-hombrecillos,Oct 2010,NA,NA,185,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""August 22, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]"
El sueño del celta,"Vargas Llosa, Mario",https://www.goodreads.com/book/show/9471773-el-sue-o-del-celta,2010,NA,NA,464,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""August 15, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
The Time Machine / The Invisible Man,"Wells, H.G.",https://www.goodreads.com/book/show/17136.The_Time_Machine_The_Invisible_Man,"Jan 01, 1968",NA,NA,288,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,"Stevenson, Robert Louis",https://www.goodreads.com/book/show/51497.The_Strange_Case_of_Dr_Jekyll_and_Mr_Hyde_and_Other_Tales_of_Terror,"Jan 05, 1886",NA,NA,224,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
Winter of the World (The Century Trilogy #2),"Follett, Ken",https://www.goodreads.com/book/show/12959233-winter-of-the-world,"Sep 18, 2012",NA,NA,940,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""September 30, 2013"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""September 30, 2013"",""page"":null,""percent"":null,""event"":""shelved-as""}]"
"1Q84 Book 1 (1Q84, #1)","Murakami, Haruki",https://www.goodreads.com/book/show/6443834-1q84-book-1,"Aug 28, 2009",NA,NA,554,NA,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
The Functional Art: An introduction to information graphics and visualization,"Cairo, Alberto",https://www.goodreads.com/book/show/13705587-the-functional-art,"Nov 29, 2011",NA,NA,384,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""June 17, 2013"",""page"":null,""percent"":null,""event"":""shelved-as""},{""date"":""June 17, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]"
Intemperie,"Carrasco, Jesús",https://www.goodreads.com/book/show/17268452-intemperie,"Jan 17, 2013",NA,NA,224,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""December 3, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]"
"Design for Information: An Introduction to the Histories, Theories, and Best Practices Behind Effective Information Visualizations","Meirelles, Isabel",https://www.goodreads.com/book/show/17318779-design-for-information,"Jan 01, 2013",NA,NA,224,4,NA,read; information-design,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""December 19, 2015"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""December 19, 2015"",""page"":null,""percent"":null,""event"":""shelved-as""}]"
El maestro del Prado,"Sierra, Javier",https://www.goodreads.com/book/show/17333142-el-maestro-del-prado,2013,NA,NA,328,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""December 17, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]"
El viaje más largo,"Sparks, Nicholas",https://www.goodreads.com/book/show/18682080-el-viaje-m-s-largo,"Apr 23, 2012",NA,NA,400,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""April 25, 2015"",""page"":null,""percent"":null,""event"":""shelved""}]"
The Legend of Sleepy Hollow and Other Stories,"Irving, Washington",https://www.goodreads.com/book/show/721012.The_Legend_of_Sleepy_Hollow_and_Other_Stories,1820,NA,NA,368,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"The Umbrella Academy: Suite Apocaliptica, Primer Acto (Umbrella Academy, edición rústica, #1)","Way, Gerard",https://www.goodreads.com/book/show/6953611-the-umbrella-academy,unknown,NA,NA,48,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""June 1, 2014"",""page"":null,""percent"":null,""event"":""shelved""}]"
El francotirador paciente,"Pérez-Reverte, Arturo",https://www.goodreads.com/book/show/18642372-el-francotirador-paciente,2008,NA,NA,302,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""August 11, 2015"",""page"":null,""percent"":null,""event"":""shelved""}]"
Diario de una volátil,"Guerrero, Agustina",https://www.goodreads.com/book/show/21525596-diario-de-una-vol-til,"Mar 20, 2014",NA,NA,160,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 9, 2015"",""page"":null,""percent"":null,""event"":""shelved""}]"
The Girl on the Train,"Hawkins, Paula",https://www.goodreads.com/book/show/22557272-the-girl-on-the-train,"Jan 13, 2015",NA,NA,336,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 15, 2018"",""page"":null,""percent"":null,""event"":""shelved""}]"
Love Maps,"Factor, Eliza",https://www.goodreads.com/book/show/23282088-love-maps,"Apr 13, 2015",NA,NA,224,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""December 19, 2015"",""page"":null,""percent"":null,""event"":""shelved""}]"
X-Women,"Claremont, Chris",https://www.goodreads.com/book/show/15984336-x-women,"Feb 12, 2013",NA,NA,168,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""March 12, 2014"",""page"":null,""percent"":null,""event"":""shelved""}]"
