title,author,book_url,date_pub,date_finished,date_started,num_pages,my_rating,review,shelves,progress_json,genres,language
"1Q84 (1Q84, #3)","Murakami, Haruki",https://www.goodreads.com/book/show/7717482-1q84,2010,"Sep 17, 2014","Aug 31, 2014",473,5,"Hay libros que ya desde las primeras hojas sabes que no vas a querer acabar y que, sin embargo, provocan el deseo de seguir leyendo, de no llegar al l Hay libros que ya desde las primeras hojas sabes que no vas a querer acabar y que, sin embargo, provocan el deseo de seguir leyendo, de no llegar al lugar de destino para continuar pasando páginas. Si la primera parte de 1Q84 es un 7-8 estrellas y la segunda un 10 estrellas, el 3 supera con creces la puntuación máxima.Es 'fácil' atrapar al lector con historias de acción en las que no se da tiempo a asimilar todo lo que se cuenta, no lo es tanto cuando ésta es pausada y controlada. Sinceramente, no tengo palabras para describir la maravilla que 1Q84 3. Me apena y me alegra haber llegado al final. Y soy consciente de que es un poso se quedará un tiempo conmigo, marcando comparativamente al resto de libros que le sigan. ...more",read,"[{""date"":""August 31, 2014"",""page"":null,""percent"":null,""event"":""started""},{""date"":""August 31, 2014"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""September 17, 2014"",""page"":null,""percent"":null,""event"":""finished""}]",Fiction; Fantasy; Japan; Japanese Literature; Magical Realism; Contemporary; Novels; ...more,Japanese
"1Q84 #1-2 (1Q84, #1-2)","Murakami, Haruki",https://www.goodreads.com/book/show/12254379-1q84-1-2,"May 29, 2009","Aug 31, 2014","Jul 15, 2014",628,5,NA,read,"[{""date"":""July 15, 2014"",""page"":null,""percent"":null,""event"":""started""},{""date"":""July 15, 2014"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""August 31, 2014"",""page"":null,""percent"":null,""event"":""finished""}]",Fiction; Fantasy; Japan; Japanese Literature; Magical Realism; Contemporary; Science Fiction; ...more,English
The Road,"McCarthy, Cormac",https://www.goodreads.com/book/show/6288.The_Road,"Sep 26, 2006","Jun 24, 2014","Jun 18, 2014",241,5,NA,read,"[{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""June 18, 2014"",""page"":null,""percent"":null,""event"":""started""},{""date"":""June 24, 2014"",""page"":null,""percent"":null,""event"":""finished""}]",Fiction; Science Fiction; Dystopia; Classics; Post Apocalyptic; Horror; Book Club; ...more,English
And the Mountains Echoed,"Hosseini, Khaled",https://www.goodreads.com/book/show/16115612-and-the-mountains-echoed,"Feb 29, 2012","Jun 17, 2014","Jun 11, 2014",404,5,NA,read,"[{""date"":""June 11, 2014"",""page"":null,""percent"":null,""event"":""started""},{""date"":""June 11, 2014"",""page"":null,""percent"":null,""event"":""shelved-as""},{""date"":""June 11, 2014"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""June 17, 2014"",""page"":null,""percent"":null,""event"":""finished""}]",Fiction; Historical Fiction; Book Club; Contemporary; Middle East; Historical; Literary Fiction; ...more,English
El héroe discreto,"Vargas Llosa, Mario",https://www.goodreads.com/book/show/18230037-el-h-roe-discreto,Jun 2013,"Jun 08, 2014","May 19, 2014",383,4,NA,read,"[{""date"":""May 19, 2014"",""page"":null,""percent"":null,""event"":""started""},{""date"":""May 19, 2014"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""June 8, 2014"",""page"":null,""percent"":null,""event"":""finished""}]",Fiction; Spanish Literature; Novels; Latin American Literature; Latin American; Contemporary; Nobel Prize; ...more,Spanish; Castilian
"Kadaverdoktoren (Madeleine Karno, #1)","Kaaberbøl, Lene",https://www.goodreads.com/book/show/9734018-kadaverdoktoren,2010,"May 16, 2014","May 07, 2014",315,4,NA,read,"[{""date"":""May 7, 2014"",""page"":null,""percent"":null,""event"":""started""},{""date"":""May 7, 2014"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""May 16, 2014"",""page"":null,""percent"":null,""event"":""finished""}]",Mystery; Historical Fiction; Crime; Fiction; Historical; Historical Mystery; Audiobook; ...more,Danish
"Dispara, yo ya estoy muerto","Navarro, Julia",https://www.goodreads.com/book/show/18050082-dispara-yo-ya-estoy-muerto,2013,"May 07, 2014","Apr 25, 2014",912,3,NA,read,"[{""date"":""April 25, 2014"",""page"":null,""percent"":null,""event"":""started""},{""date"":""April 25, 2014"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""May 7, 2014"",""page"":null,""percent"":null,""event"":""finished""}]",Historical Fiction; Fiction; Spanish Literature; Historical; Novels; Literature; Book Club; ...more,Spanish; Castilian
Los años de peregrinación del chico sin color,"Murakami, Haruki",https://www.goodreads.com/book/show/18272065-los-a-os-de-peregrinaci-n-del-chico-sin-color,"Apr 12, 2013","Apr 11, 2014","Apr 07, 2014",320,5,NA,read,"[{""date"":""April 7, 2014"",""page"":null,""percent"":null,""event"":""started""},{""date"":""April 7, 2014"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""April 11, 2014"",""page"":null,""percent"":null,""event"":""finished""}]",Fiction; Japan; Japanese Literature; Contemporary; Magical Realism; Novels; Literature; ...more,Spanish; Castilian
Anansi Boys,"Gaiman, Neil",https://www.goodreads.com/book/show/2744.Anansi_Boys,"Sep 20, 2005","Apr 03, 2014","Apr 02, 2014",387,3,NA,read,"[{""date"":""April 2, 2014"",""page"":null,""percent"":null,""event"":""started""},{""date"":""April 2, 2014"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""April 3, 2014"",""page"":null,""percent"":null,""event"":""finished""}]",Fantasy; Fiction; Urban Fantasy; Mythology; Audiobook; Science Fiction Fantasy; Humor; ...more,English
La mano de Fátima,"Falcones, Ildefonso",https://www.goodreads.com/book/show/6532610-la-mano-de-f-tima,2009,"Mar 27, 2014","Mar 12, 2014",960,2,NA,read,"[{""date"":""March 12, 2014"",""page"":null,""percent"":null,""event"":""started""},{""date"":""March 12, 2014"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""March 27, 2014"",""page"":null,""percent"":null,""event"":""finished""}]",Historical Fiction; Fiction; Historical; Spain; Spanish Literature; Ebooks; Novels; ...more,Spanish; Castilian
La verdad sobre el caso Harry Quebert,"Dicker, Joël",https://www.goodreads.com/book/show/18068486-la-verdad-sobre-el-caso-harry-quebert,"Sep 19, 2012","Feb 28, 2014","Feb 13, 2014",672,3,NA,read,"[{""date"":""February 13, 2014"",""page"":null,""percent"":null,""event"":""started""},{""date"":""February 28, 2014"",""page"":null,""percent"":null,""event"":""finished""},{""date"":""March 1, 2014"",""page"":null,""percent"":null,""event"":""shelved-as""},{""date"":""March 1, 2014"",""page"":null,""percent"":null,""event"":""shelved""}]",Thriller; Fiction; Mystery; Crime; France; Mystery Thriller; Contemporary; ...more,Spanish; Castilian
"A Dance with Dragons (A Song of Ice and Fire, #5)","Martin, George R.R.",https://www.goodreads.com/book/show/10664113-a-dance-with-dragons,"Jul 12, 2011","Feb 13, 2014","Jan 10, 2014",1,5,NA,read,"[{""date"":""January 10, 2014"",""page"":null,""percent"":null,""event"":""started""},{""date"":""January 10, 2014"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""February 13, 2014"",""page"":null,""percent"":null,""event"":""finished""}]",Fantasy; Fiction; Epic Fantasy; High Fantasy; Science Fiction Fantasy; Dragons; Audiobook; ...more,English
"The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared (The Hundred-Year-Old Man, #1)","Jonasson, Jonas",https://www.goodreads.com/book/show/13486632-the-hundred-year-old-man-who-climbed-out-of-the-window-and-disappeared,"Sep 09, 2009","Jan 10, 2014","Dec 17, 2013",396,4,NA,read,"[{""date"":""December 17, 2013"",""page"":null,""percent"":null,""event"":""started""},{""date"":""December 17, 2013"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""January 10, 2014"",""page"":null,""percent"":null,""event"":""finished""}]",Fiction; Humor; Book Club; Contemporary; Historical Fiction; Audiobook; Adventure; ...more,English
"The Name of the Wind (The Kingkiller Chronicle, #1)","Rothfuss, Patrick",https://www.goodreads.com/book/show/186074.The_Name_of_the_Wind,"Mar 27, 2007","Oct 29, 2013","Oct 24, 2013",662,4,NA,read,"[{""date"":""October 2, 2013"",""page"":null,""percent"":null,""event"":""shelved-as""},{""date"":""October 2, 2013"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""October 24, 2013"",""page"":null,""percent"":null,""event"":""started""},{""date"":""October 29, 2013"",""page"":null,""percent"":null,""event"":""finished""}]",Fantasy; Fiction; Epic Fantasy; High Fantasy; Audiobook; Magic; Science Fiction Fantasy; ...more,English
"Inés y la alegría (Episodios de una guerra interminable, #1)","Grandes, Almudena",https://www.goodreads.com/book/show/8958575-in-s-y-la-alegr-a,Sep 2010,"Jul 24, 2013","Jul 15, 2013",729,5,NA,read; left-a-mark,"[{""date"":""July 15, 2013"",""page"":null,""percent"":null,""event"":""started""},{""date"":""July 15, 2013"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""July 24, 2013"",""page"":null,""percent"":null,""event"":""finished""},{""date"":""August 15, 2025"",""page"":null,""percent"":null,""event"":""shelved-as""}]",Historical Fiction; Fiction; Spain; Spanish Literature; Historical; Spanish Civil War; Novels; ...more,Spanish; Castilian
El tango de la Guardia Vieja,"Pérez-Reverte, Arturo",https://www.goodreads.com/book/show/16161136-el-tango-de-la-guardia-vieja,"Nov 21, 2012","Jul 13, 2013","Jul 09, 2013",497,5,NA,read,"[{""date"":""July 9, 2013"",""page"":null,""percent"":null,""event"":""started""},{""date"":""July 9, 2013"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""July 13, 2013"",""page"":null,""percent"":null,""event"":""finished""}]",Fiction; Historical Fiction; Spain; Romance; Spanish Literature; Historical; Contemporary; ...more,Spanish; Castilian
Long Way Down,"McGregor, Ewan",https://www.goodreads.com/book/show/845322.Long_Way_Down,unknown,"Jul 12, 2013","Jun 15, 2013",336,4,NA,read,"[{""date"":""June 15, 2013"",""page"":null,""percent"":null,""event"":""started""},{""date"":""June 15, 2013"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""July 12, 2013"",""page"":null,""percent"":null,""event"":""finished""}]",Travel; Nonfiction; Adventure; Africa; Memoir; Biography; Motorcycle; ...more,English
"A Feast for Crows (A Song of Ice and Fire, #4)","Martin, George R.R.",https://www.goodreads.com/book/show/13497.A_Feast_for_Crows,"Oct 17, 2005","May 23, 2013","Jan 10, 2013",1,3,NA,read,"[{""date"":""January 10, 2013"",""page"":null,""percent"":null,""event"":""started""},{""date"":""January 10, 2013"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""May 23, 2013"",""page"":null,""percent"":null,""event"":""finished""}]",Fantasy; Fiction; Epic Fantasy; High Fantasy; Science Fiction Fantasy; Audiobook; Adult; ...more,English
The Casual Vacancy,"Rowling, J.K.",https://www.goodreads.com/book/show/13497818-the-casual-vacancy,"Sep 27, 2012","Apr 04, 2013","Mar 06, 2013",503,4,NA,read,"[{""date"":""March 6, 2013"",""page"":null,""percent"":null,""event"":""started""},{""date"":""March 6, 2013"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""April 4, 2013"",""page"":null,""percent"":null,""event"":""finished""}]",Fiction; Contemporary; Mystery; Book Club; Adult; Adult Fiction; Drama; ...more,English
Mujercitas,"Alcott, Louisa May",https://www.goodreads.com/book/show/16079810-mujercitas,"Sep 30, 1868","Jan 10, 2013","Dec 02, 2012",290,2,NA,read,"[{""date"":""December 2, 2012"",""page"":null,""percent"":null,""event"":""started""},{""date"":""December 2, 2012"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""January 10, 2013"",""page"":null,""percent"":null,""event"":""finished""}]",Classics; Fiction; Historical Fiction; Young Adult; Romance; Historical; Literature; ...more,Spanish; Castilian
"Los Sonámbulos (Willi Kraus, #1)","Grossman, Paul",https://www.goodreads.com/book/show/15777625-los-son-mbulos,2010,"Nov 30, 2012","Nov 19, 2012",367,4,NA,read,"[{""date"":""November 19, 2012"",""page"":null,""percent"":null,""event"":""started""},{""date"":""November 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""November 30, 2012"",""page"":null,""percent"":null,""event"":""finished""}]",Historical Fiction; Mystery; Fiction; Thriller; Historical; Germany; Historical Mystery; ...more,Spanish; Castilian
"Dead to the World (Sookie Stackhouse, #4)","Harris, Charlaine",https://www.goodreads.com/book/show/140077.Dead_to_the_World,"May 03, 2004","Nov 19, 2012","Sep 11, 2012",291,2,NA,read,"[{""date"":""September 11, 2012"",""page"":null,""percent"":null,""event"":""started""},{""date"":""September 11, 2012"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""November 19, 2012"",""page"":null,""percent"":null,""event"":""finished""}]",Fantasy; Vampires; Paranormal; Urban Fantasy; Romance; Fiction; Mystery; ...more,English
"Dead and Gone (Sookie Stackhouse, #9)","Harris, Charlaine",https://www.goodreads.com/book/show/5161066-dead-and-gone,"May 05, 2009","Nov 19, 2012","Oct 08, 2012",320,2,NA,read,"[{""date"":""October 8, 2012"",""page"":null,""percent"":null,""event"":""started""},{""date"":""October 8, 2012"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""November 19, 2012"",""page"":null,""percent"":null,""event"":""finished""}]",Fantasy; Vampires; Paranormal; Urban Fantasy; Romance; Fiction; Mystery; ...more,English
Entra en mi vida,"Sánchez, Clara",https://www.goodreads.com/book/show/14287502-entra-en-mi-vida,2012,"Sep 11, 2012","Aug 19, 2012",480,3,NA,read,"[{""date"":""August 19, 2012"",""page"":null,""percent"":null,""event"":""started""},{""date"":""August 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""September 11, 2012"",""page"":null,""percent"":null,""event"":""finished""}]",Fiction; Contemporary; Ebooks; Romance; Spain,Spanish; Castilian
Don Juan,"Torrente Ballester, Gonzalo",https://www.goodreads.com/book/show/61695.Don_Juan,1963,"Aug 15, 2012","Aug 09, 2012",399,4,NA,read,"[{""date"":""August 9, 2012"",""page"":null,""percent"":null,""event"":""started""},{""date"":""August 9, 2012"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""August 15, 2012"",""page"":null,""percent"":null,""event"":""finished""}]",Spain; Spanish Literature; Romance; Fantasy; Novels; Contemporary; Fiction,Spanish; Castilian
Eifelheim,"Flynn, Michael",https://www.goodreads.com/book/show/416327.Eifelheim,"Oct 17, 2006","Aug 09, 2012","Jun 19, 2012",320,4,NA,read,"[{""date"":""June 19, 2012"",""page"":null,""percent"":null,""event"":""started""},{""date"":""June 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""August 9, 2012"",""page"":null,""percent"":null,""event"":""finished""}]",Science Fiction; Historical Fiction; Fiction; Fantasy; Audiobook; Speculative Fiction; Historical; ...more,English
El ruido y la furia,"Faulkner, William",https://www.goodreads.com/book/show/1785176.El_ruido_y_la_furia,1929,"May 15, 2012",NA,360,3,NA,read,"[{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""February 26, 2012"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":null,""page"":null,""percent"":null,""event"":""started""},{""date"":""May 15, 2012"",""page"":null,""percent"":null,""event"":""finished""}]",Classics; Fiction; Literature; Novels; American; Southern Gothic; 20th Century; ...more,Spanish; Castilian
Los ojos amarillos de los cocodrilos,"Pancol, Katherine",https://www.goodreads.com/book/show/7896053-los-ojos-amarillos-de-los-cocodrilos,"Mar 01, 2006","Feb 26, 2012","Jan 20, 2012",551,3,NA,read,"[{""date"":""January 20, 2012"",""page"":null,""percent"":null,""event"":""started""},{""date"":""January 20, 2012"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""February 26, 2012"",""page"":null,""percent"":null,""event"":""finished""}]",Fiction; France; Contemporary; Romance; Roman; Chick Lit; Book Club; ...more,Spanish; Castilian
"The Watcher in the Shadows (Niebla, #3)","Ruiz Zafón, Carlos",https://www.goodreads.com/book/show/12291506-the-watcher-in-the-shadows,1995,NA,NA,246,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Young Adult; Fiction; Mystery; Horror; Thriller; Historical Fiction; ...more,English
The Magic of Krynn,"Weis, Margaret",https://www.goodreads.com/book/show/28539.The_Magic_of_Krynn,Apr 1987,NA,NA,350,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Dragonlance; Fiction; Short Stories; High Fantasy; Anthologies; Science Fiction Fantasy; ...more,English
Anne Rice's The Vampire Lestat: A Graphic Novel,"Perozich, Faye",https://www.goodreads.com/book/show/43808.Anne_Rice_s_The_Vampire_Lestat,Oct 1991,NA,NA,404,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Horror; Vampires; Fantasy; Graphic Novels; Fiction; Comics; Paranormal; ...more,English
"The Gunslinger (The Dark Tower, #1)","King, Stephen",https://www.goodreads.com/book/show/43615.The_Gunslinger,"Jun 01, 1982",NA,NA,231,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Fiction; Horror; Science Fiction; Audiobook; Westerns; Adventure; ...more,English
"Flint the King (Dragonlance: Preludes, #5; Preludes II, #2)","Kirchoff, Mary L.",https://www.goodreads.com/book/show/57376.Flint_the_King,"May 01, 1990",NA,NA,320,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Dragonlance; Fiction; Dungeons and Dragons; High Fantasy; Science Fiction Fantasy; Epic Fantasy; ...more,English
Conversation in the Cathedral,"Vargas Llosa, Mario",https://www.goodreads.com/book/show/53970.Conversation_in_the_Cathedral,1969,NA,NA,608,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""August 15, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fiction; Classics; Literature; Latin American; Spanish Literature; Nobel Prize; Novels; ...more,English
"Purity of Blood (Adventures of Captain Alatriste, #2)","Pérez-Reverte, Arturo",https://www.goodreads.com/book/show/11022.Purity_of_Blood,1997,NA,NA,268,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 9, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]",Historical Fiction; Fiction; Adventure; Historical; Spanish Literature; Spain; Mystery; ...more,English
"The Companions (Dragonlance: Meetings Sextet, #6)","Daniell, Tina",https://www.goodreads.com/book/show/92882.The_Companions,"Jan 01, 1993",NA,NA,312,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Dragonlance; Fiction; Science Fiction Fantasy; Dungeons and Dragons; High Fantasy; Dragons; ...more,English
"Steel and Stone (Dragonlance: Meetings Sextet, #5)","Porath, Ellen",https://www.goodreads.com/book/show/92905.Steel_and_Stone,"Sep 01, 1992",NA,NA,320,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Dragonlance; Fantasy; Fiction; High Fantasy; Science Fiction Fantasy; Dungeons and Dragons; Adventure; ...more,English
"The Oath and the Measure (Dragonlance: Meetings Sextet, #4)","Williams, Michael",https://www.goodreads.com/book/show/108889.The_Oath_and_the_Measure,"Oct 01, 1993",NA,NA,311,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Dragonlance; Fiction; High Fantasy; Dungeons and Dragons; Science Fiction Fantasy; Adventure; ...more,English
Silk,"Baricco, Alessandro",https://www.goodreads.com/book/show/61264.Silk,1996,NA,NA,91,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fiction; Historical Fiction; Romance; Italian Literature; Japan; Italy; Historical; ...more,English
1984,"Orwell, George",https://www.goodreads.com/book/show/5470.1984,"Jun 08, 1949",NA,NA,328,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Classics; Fiction; Science Fiction; Dystopia; Literature; Politics; Novels; ...more,English
"Dragons of Autumn Twilight (Dragonlance: Chronicles, #1)","Weis, Margaret",https://www.goodreads.com/book/show/259836.Dragons_of_Autumn_Twilight,"Nov 12, 1984",NA,NA,444,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 20, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Dragonlance; Fiction; Dragons; High Fantasy; Epic Fantasy; Science Fiction Fantasy; ...more,English
X-Men: Days of Future Past,"Claremont, Chris",https://www.goodreads.com/book/show/306608.X_Men,1981,NA,NA,144,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""March 12, 2014"",""page"":null,""percent"":null,""event"":""shelved""}]",Comics; Graphic Novels; Marvel; X Men; Fiction; Comic Book; Graphic Novels Comics; ...more,English
The Club Dumas,"Pérez-Reverte, Arturo",https://www.goodreads.com/book/show/7194.The_Club_Dumas,1993,NA,NA,362,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 9, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]",Fiction; Mystery; Thriller; Historical Fiction; Books About Books; Spain; Mystery Thriller; ...more,English
The Count of Monte Cristo,"Dumas, Alexandre",https://www.goodreads.com/book/show/7126.The_Count_of_Monte_Cristo,1844,NA,NA,1,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Classics; Fiction; Historical Fiction; Adventure; Literature; France; Historical; ...more,English
"Dead Until Dark (Sookie Stackhouse, #1)","Harris, Charlaine",https://www.goodreads.com/book/show/301082.Dead_Until_Dark,"May 01, 2001",NA,NA,292,1,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Vampires; Paranormal; Romance; Urban Fantasy; Fiction; Mystery; ...more,English
Momo,"Ende, Michael",https://www.goodreads.com/book/show/68811.Momo,1973,NA,NA,304,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Fiction; Classics; Childrens; German Literature; Young Adult; Middle Grade; ...more,German
"Captain Alatriste (Adventures of Captain Alatriste, #1)","Pérez-Reverte, Arturo",https://www.goodreads.com/book/show/90411.Captain_Alatriste,"Jan 02, 1996",NA,NA,253,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 9, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]",Historical Fiction; Fiction; Adventure; Historical; Spain; Spanish Literature; Mystery; ...more,English
"Club Dead (Sookie Stackhouse, #3)","Harris, Charlaine",https://www.goodreads.com/book/show/140082.Club_Dead,"Apr 29, 2003",NA,NA,274,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""October 8, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Vampires; Paranormal; Urban Fantasy; Romance; Fiction; Mystery; ...more,English
"The Legend of Huma (Dragonlance: Heroes, #1)","Knaak, Richard A.",https://www.goodreads.com/book/show/25295.The_Legend_of_Huma,"Jan 01, 1988",NA,NA,384,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Dragonlance; Fiction; Dragons; Epic Fantasy; High Fantasy; Science Fiction Fantasy; ...more,English
"Kindred Spirits (Dragonlance: Meetings Sextet, #1)","Anthony, Mark",https://www.goodreads.com/book/show/668830.Kindred_Spirits,"Apr 01, 1991",NA,NA,310,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Dragonlance; Fiction; High Fantasy; Dungeons and Dragons; Science Fiction Fantasy; Epic Fantasy; ...more,English
"The Reign of Istar (Dragonlance: Tales II, #1)","Weis, Margaret",https://www.goodreads.com/book/show/871673.The_Reign_of_Istar,"Apr 01, 1992",NA,NA,342,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Dragonlance; Fiction; Short Stories; High Fantasy; Anthologies; Science Fiction Fantasy; ...more,English
"Interview with the Vampire (The Vampire Chronicles, #1)","Rice, Anne",https://www.goodreads.com/book/show/43763.Interview_with_the_Vampire,"Apr 12, 1976",NA,NA,346,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Horror; Fantasy; Fiction; Vampires; Paranormal; Classics; Gothic; ...more,English
"Dragons of Spring Dawning (Dragonlance: Chronicles, #3)","Weis, Margaret",https://www.goodreads.com/book/show/68378.Dragons_of_Spring_Dawning,"Sep 12, 1985",NA,NA,352,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 20, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Dragonlance; Fiction; Dragons; High Fantasy; Epic Fantasy; Science Fiction Fantasy; ...more,English
A Midsummer Night’s Dream,"Shakespeare, William",https://www.goodreads.com/book/show/1622.A_Midsummer_Night_s_Dream,1595,NA,NA,298,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Classics; Plays; Shakespeare; Fiction; Fantasy; Drama; School; ...more,English
Let the Right One In,"Ajvide Lindqvist, John",https://www.goodreads.com/book/show/943402.Let_the_Right_One_In,May 2004,NA,NA,513,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Horror; Fiction; Vampires; Fantasy; Paranormal; Thriller; Supernatural; ...more,English
The Feast of the Goat,"Vargas Llosa, Mario",https://www.goodreads.com/book/show/53969.The_Feast_of_the_Goat,2000,NA,NA,475,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""August 15, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fiction; Historical Fiction; Spanish Literature; Novels; Latin American; Nobel Prize; Literature; ...more,English
In the Country of Last Things,"Auster, Paul",https://www.goodreads.com/book/show/19486.In_the_Country_of_Last_Things,1987,NA,NA,188,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fiction; Dystopia; Science Fiction; Novels; American; Post Apocalyptic; Literature; ...more,English
"Dead as a Doornail (Sookie Stackhouse, #5)","Harris, Charlaine",https://www.goodreads.com/book/show/170210.Dead_as_a_Doornail,"May 03, 2005",NA,NA,295,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""October 8, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]",Fantasy; Vampires; Paranormal; Urban Fantasy; Romance; Fiction; Mystery; ...more,English
